text,sentiment,intent
I feel much better after the acupuncture for my nausea. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
The dizziness comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
What if this trouble sleeping never goes away?,Anxious,Reporting symptoms
My trouble sleeping has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
The nausea comes and goes.,Neutral,Reporting symptoms
The fatigue comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
That's a relief about my back pain. It's getting better now.,Reassured,Confirming improvement
I'm scared the surgery won't help my shoulder pain. Do you think it'll get better?,Anxious,Seeking reassurance
I'm really worried about my nausea.,Anxious,Reporting symptoms
The fatigue comes and goes.,Neutral,Reporting symptoms
I had X-ray for my headache last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
What if this neck pain never goes away? I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm really worried about my fatigue.,Anxious,Reporting symptoms
I'm glad the X-ray is working for my headache. It's getting better now.,Reassured,Confirming improvement
My neck pain has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
I feel much better after the massage for my knee pain. It's getting better now.,Reassured,Confirming improvement
I'm really worried about my neck pain. It's getting better now.,Anxious,Confirming improvement
I'm glad the painkillers is working for my nausea. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
That's a relief about my fatigue. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
My headache has been bothering me for a week. Do you think it'll get better?,Neutral,Seeking reassurance
I'm really worried about my stiffness. It's getting better now.,Anxious,Confirming improvement
That's a relief about my fatigue. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I feel much better after the surgery for my shoulder pain.,Reassured,Reporting symptoms
I'm glad the MRI is working for my trouble sleeping. It's getting better now.,Reassured,Confirming improvement
I feel much better after the MRI for my dizziness.,Reassured,Reporting symptoms
The fatigue comes and goes. It's getting better now.,Neutral,Confirming improvement
I'm really worried about my shoulder pain. Do you think it'll get better?,Anxious,Seeking reassurance
I'm scared the medication won't help my dizziness.,Anxious,Reporting symptoms
What if this headache never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
I feel much better after the acupuncture for my stiffness. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I feel much better after the exercises for my trouble sleeping. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I'm glad the rest is working for my trouble sleeping.,Reassured,Reporting symptoms
I feel much better after the rest for my headache. Do you think it'll get better?,Reassured,Seeking reassurance
My knee pain has been bothering me for a week.,Neutral,Reporting symptoms
I'm glad the physiotherapy is working for my neck pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I had rest for my stiffness last month.,Neutral,Reporting symptoms
That's a relief about my shoulder pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
My stiffness has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
I had surgery for my back pain last month. It's getting better now.,Neutral,Confirming improvement
I had exercises for my nausea last month. Do you think it'll get better?,Neutral,Seeking reassurance
I had acupuncture for my fatigue last month. Do you think it'll get better?,Neutral,Seeking reassurance
I'm really worried about my shoulder pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
My nausea has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
What if this headache never goes away? I'm concerned about how it affects my daily life.,Anxious,Expressing concern
What if this knee pain never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
What if this knee pain never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
I had X-ray for my shoulder pain last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
My back pain has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
My stiffness has been bothering me for a week.,Neutral,Reporting symptoms
That's a relief about my trouble sleeping. It's getting better now.,Reassured,Confirming improvement
I'm really worried about my shoulder pain. It's getting better now.,Anxious,Confirming improvement
My trouble sleeping has been bothering me for a week. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
That's a relief about my dizziness. Do you think it'll get better?,Reassured,Seeking reassurance
I'm scared the massage won't help my shoulder pain. It's getting better now.,Anxious,Confirming improvement
My nausea has been bothering me for a week.,Neutral,Reporting symptoms
The neck pain comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm scared the surgery won't help my fatigue. It's getting better now.,Anxious,Confirming improvement
I'm scared the physiotherapy won't help my back pain. Do you think it'll get better?,Anxious,Seeking reassurance
I feel much better after the X-ray for my fatigue. It's getting better now.,Reassured,Confirming improvement
I'm scared the medication won't help my knee pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
The fatigue comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm glad the medication is working for my fatigue. It's getting better now.,Reassured,Confirming improvement
I had massage for my knee pain last month.,Neutral,Reporting symptoms
The fatigue comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
The back pain comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm scared the rest won't help my knee pain.,Anxious,Reporting symptoms
I feel much better after the surgery for my nausea. It's getting better now.,Reassured,Confirming improvement
I feel much better after the physiotherapy for my stiffness.,Reassured,Reporting symptoms
My back pain has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
The dizziness comes and goes. It's getting better now.,Neutral,Confirming improvement
I'm glad the surgery is working for my back pain. Do you think it'll get better?,Reassured,Seeking reassurance
That's a relief about my fatigue. It's getting better now.,Reassured,Confirming improvement
